[2019-03-30 09:36:36.102] 69,,
[2019-03-30 09:36:36.109] 69,,
[2019-03-30 09:36:36.109] 69,,
[2019-03-30 09:36:36.109] 114,,
[2019-03-30 09:36:36.109] 66,,
[2019-03-30 09:36:36.109] 65,,
[2019-03-30 09:36:36.109] 65,,
[2019-03-30 09:36:36.109] 65,,
[2019-03-30 09:36:36.109] 65,,
[2019-03-30 09:36:36.109] 65,,
[2019-03-30 09:36:36.109] 65,,
[2019-03-30 09:36:36.109] 65,,
[2019-03-30 09:36:36.109] 65,,
[2019-03-30 09:36:36.109] 65,,
[2019-03-30 09:36:36.109] 65,,
[2019-03-30 09:36:37.950] 66,,
[2019-03-30 09:36:39.948] 65,,
[2019-03-30 09:36:41.949] 65,,
[2019-03-30 09:36:43.958] 65,,
[2019-03-30 09:36:45.950] 65,,
[2019-03-30 09:36:47.954] 65,,
[2019-03-30 09:36:49.959] 65,,
[2019-03-30 09:36:51.956] 65,,
[2019-03-30 09:36:53.958] 65,,
[2019-03-30 09:36:55.960] 65,,
[2019-03-30 09:36:57.958] 65,,
[2019-03-30 09:36:59.961] 65,,
[2019-03-30 09:37:01.965] 65,,
[2019-03-30 09:37:03.968] 65,,
[2019-03-30 09:37:05.966] 65,,
[2019-03-30 09:37:07.969] 65,,
[2019-03-30 09:37:11.971] 65,,
[2019-03-30 09:37:13.975] 64,,
[2019-03-30 09:37:15.976] 65,,
[2019-03-30 09:37:17.975] 65,,
[2019-03-30 09:37:19.979] 65,,
[2019-03-30 09:37:21.982] 64,,
[2019-03-30 09:37:23.980] 64,,
[2019-03-30 09:37:25.982] 65,,
[2019-03-30 09:37:27.986] 65,,
[2019-03-30 09:37:29.984] 65,,
[2019-03-30 09:37:31.988] 65,,
[2019-03-30 09:37:33.990] 65,,
[2019-03-30 09:37:35.994] 65,,
[2019-03-30 09:37:37.992] 65,,
[2019-03-30 09:37:39.994] 65,,
[2019-03-30 09:37:41.997] 65,,
[2019-03-30 09:37:43.996] 65,,
[2019-03-30 09:37:45.998] 65,,
[2019-03-30 09:37:48.002] 65,,
[2019-03-30 09:37:50.002] 65,,
[2019-03-30 09:37:52.004] 65,,
[2019-03-30 09:37:54.010] 65,,
